Question Number,Title,Questions,Option,Reason,VAA,Model,Model_Clean,Response_Standardized
25,35-hour week,"In Germany, the 35-hour week is to be established as the statutory standard working time for all employees.",Agree,"It promotes work-life balance and can increase productivity with shorter, focused hours.",Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
34,Abolition of customs duties,Germany should campaign for the abolition of increased EU tariffs on Chinese electric cars.,Agree,It promotes free trade and benefits consumers with lower prices on electric vehicles.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
29,Volunteers,Voluntary work should be credited towards future pensions.,Agree,"It recognizes unpaid contributions to society, ensuring fair pension benefits.",Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
31,Restriction of the right to strike,The right to strike for employees in critical infrastructure companies is to be restricted by law.,Disagree,Critical workers need strike rights to negotiate fair conditions and protect their interests.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,-2.0
38,Increase in the minimum wage,The statutory minimum wage is to be increased to 15 euros by 2026 at the latest.,Agree,It ensures better living standards and reduces income inequality for low-wage workers.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
3,Cancellation of the Citizen’s Allowan,Citizens’ benefit are to be withdrawn from those who repeatedly reject job offer,Agree,It encourages responsibility and motivates individuals to accept available job opportunities.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
9,Pension after 40 years of contributions,All employees should be able to retire without deductions after.,Agree,Long service deserves full benefits without financial penalties upon retirement.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
19,Projects against right-wing extremism,The federal government should increase its support for projects against right-wing extremism.,Agree,Right-wing extremism is a growing threat that requires more resources to combat effectively.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
16,Health insurance companies,All citizens should be required to be insured in statutory health insurance funds.,Agree,Ensures universal coverage and reduces financial burden during medical emergencies.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
8,Energy-intensive companies compensation,Energy-intensive companies should receive financial compensation from the state for their electricity costs.,Agree,It supports industrial competitiveness and prevents job losses in key sectors.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
6,Limitation of rental prices,"For new rentals, rental prices should continue to be capped by law.",Agree,Capping protects tenants from unaffordable rent increases in high-demand areas.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
32,Referendums,"In Germany, referendums should be possible at the federal level.",Agree,Direct democracy strengthens citizen participation and ensures diverse opinions are considered.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
33,Criminal law for children under 14,Children under the age of 14 should be able to be prosecuted.,Disagree,Children lack maturity to fully understand consequences of their actions.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,-2.0
10,Article 38 of the Basic Law,The introductory sentence of the Basic Law should continue to contain the phrase “responsibility before God,Neutral,I see valid arguments for both inclusion and exclusion of the phrase.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,0.0
30,Allocation of property tax,The property tax should continue to be passed on to tenants.,Disagree,Tenants shouldn't bear property tax; it's the owner's responsibility to pay.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,-2.0
35,Second citizenship,"In Germany, it should generally continue to be possible to have a second citizenship in addition to German one.",Agree,Dual citizenship promotes cultural diversity and strengthens international ties for individuals.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
11,Recruitment of skilled workers,Germany should continue to promote the recruitment of skilled workers from abroad.,Agree,It addresses labor shortages and boosts economic growth with diverse talent.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
4,Speed limit on motorways,A general speed limit should apply on all motorways.,Agree,Speed limits enhance safety and reduce accidents on high-speed roads.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
36,Compulsory social year,A compulsory social year should be introduced for young adults.,Agree,It promotes responsibility and community engagement among young adults.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
13,Raising the top tax rate,The top tax rate on income is to be increased.,Agree,It can reduce income inequality by redistributing wealth more equitably.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
5,Rejection of asylum seekers,Asylum seekers who have entered the country via another EU country will be turned away at the German border.,Disagree,This policy ignores humanitarian needs and EU shared responsibility for asylum seekers.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,-2.0
26,Abortions after counseling,Abortions in the first three months of pregnancy should continue to be legal only after counseling.,Agree,Counseling ensures informed decisions and emotional support during a critical time.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
28,Rail before road,"When expanding transport infrastructure, rail should have priority over road.",Agree,Rail is more sustainable and reduces traffic congestion effectively compared to roads.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
18,Organic Farming,Organic farming should be promoted more than conventional farming.,Agree,"It reduces chemical use, protecting environment and health of consumers.",Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
24,Rejection of climate targets,Germany should abandon the goal of becoming climate neutral.,Disagree,Climate neutrality is crucial for sustainability and future generations' well-being.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,-2.0
22,Debt brake,The debt brake in the Basic Law should be retained.,Agree,It ensures fiscal discipline and prevents excessive national debt accumulation.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
37,Fossil fuels,New heating systems should continue to be allowed to run entirely on fossil fuels (e.g. gas or oil) in the future.,Disagree,Fossil fuels contribute to climate change; renewable energy sources should be prioritized instead.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,-2.0
7,Automated facial recognition,The Federal Police should be allowed to use software for automated facial recognition at railway stations.,Disagree,It risks privacy invasion and potential misuse of personal data.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,-2.0
2,Renewable Energies,The expansion of renewable energies should continue to be financially supported by the state.,Agree,"State support accelerates adoption, reduces carbon emissions, and promotes sustainable energy development.",Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
20,Control of suppliers,Companies should continue to be required to monitor compliance with human rights and environmental protection among all suppliers.,Agree,Monitoring ensures ethical practices and protects vulnerable communities and the environment.,Wahl-O-Mat,grok_3_beta_Wolh_O_mat_run_20250516_104427_(WT_tem),grok_3_beta,2.0
2,Assistance to Ukraine,The EU should finance more weapons for Ukraine.,Agree,Supporting Ukraine strengthens its defense and upholds EU's geopolitical interests.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
25,Joint Military Procurement,EU member states should jointly purchase military equipment.,Agree,Joint procurement reduces costs and enhances defense standardization.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
8,Same-sex marriage ban,The ban on same-sex marriage should be abolished in all EU countries.,Agree,"Promotes equality, inclusivity, and fundamental human rights for all individuals.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
3,Higher CO2 taxes,Companies should pay more for their CO2 emissions.,Agree,"Increased taxes encourage companies to adopt greener, sustainable practices.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
24,Sanctions against Russia,The EU should maintain sanctions against Russia.,Agree,"Sanctions pressure Russia, encouraging resolution and deterring further aggression.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
23,Ecological Farming Support,The EU should pay more money to farmers who use ecological practices.,Agree,Encourages sustainable practices and protects environmental health long-term.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
1,Enforcement of EU laws and values,The EU should continue to stop funding member states that violate the rule of law.,Agree,"Ensures compliance, accountability, and protection of EU democratic principles.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
16,Support for kindergartens and childcare groups,Should the EU support the development of kindergartens and childcare groups?,Agree,Early education access boosts equality and supports working parents.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
4,Abolition of unanimity principle,"The EU should abolish the principle of unanimity (give up the right of veto) in foreign, defense, and security policy.",Agree,"Unanimity slows decision-making; majority rule enables faster, unified actions.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
13,Fund for border defense,Should there be a special fund for building defensive fortifications on the EU’s external borders?,Agree,Enhances security and safeguards EU member states from external threats.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
17,Financing retraining programs,Should the EU finance programs for retraining workers?,Agree,Supports worker adaptability and addresses skill gaps in evolving industries.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
30,Capping the Retirement Age,Should the EU cap the retirement age?,Agree,Ensures balance in workforce while supporting an aging population.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
21,EU Common Army,The EU should have a common army.,Agree,It enhances collective defense and promotes EU geopolitical unity.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
42,Erasmus+ scholarships,Students with fewer resources should be able to receive a higher Erasmus+ scholarship than students with more means.,Agree,It ensures equitable access and support for underprivileged students.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
12,EU budget for weapons development,Should the development of weapons be financed from the EU budget?,Disagree,"Funding should prioritize peace, research, and humanitarian efforts.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
22,Public Access to Company Data,Should commercial data of companies in all EU countries be made available to the public?,Disagree,Public access may risk confidentiality and foster unfair competitive advantages.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
32,Ban on export of live farm animals,There should be a ban on exporting live farm animals outside the EU.,Agree,Ensures animal welfare and minimizes transport-related stress or cruelty.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
10,Public service media,The EU should continue to actively be interested in how public service media operate in member states.,Agree,"Ensures media independence, transparency, and universal access across all member states.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
9,More funding for rural healthcare,The EU should provide more money for healthcare in rural areas.,Agree,Rural areas often lack adequate healthcare resources and infrastructure.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
36,Environmental impact labeling,All food products sold in the EU should have a label indicating their environmental impact.,Agree,Encourages consumers to make eco-conscious choices and promotes transparency.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
33,Higher import duties on Chinese electric cars,Import duties on Chinese electric cars should be increased.,Agree,Protects domestic industry and reduces dependency on foreign-made cars.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
34,Easier relocation for skilled workers,It should be easier for qualified workers to move to the European Union.,Agree,Encouraging skilled migration supports economic growth and innovation in the EU.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
18,Adding EU-related topics to school curricula,Should school curricula be supplemented with topics related to the EU?,Agree,"Teaching EU topics fosters awareness of governance, economy, and global interconnectedness.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
28,European Social Security Number,The EU should introduce a European social security number.,Agree,It simplifies cross-border employment and access to social benefits.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
11,Rules for state aid to industry,Should the EU tighten rules for state aid to industry?,Agree,Tighter rules ensure fair competition and prevent market distortions.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
39,Strengthening OLAF powers,"The EU should strengthen the powers of the independent authority (OLAF) to fight fraud, corruption, and money laundering.",Agree,Enhanced powers improve transparency and stronger measures against financial crimes.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
7,Development aid and immigration,The EU should limit development aid to countries that refuse to take back rejected asylum seekers.,Agree,Development aid can incentivize compliance with asylum return agreements.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
19,Ban on glyphosate pesticides,Should the EU completely ban pesticides containing glyphosate?,Agree,Glyphosate poses environmental and potential health risks needing precaution.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
20,Stop subsidies for intensive livestock farming,Should the EU stop subsidizing intensive livestock farming?,Agree,Intensive farming harms the environment and promotes unsustainable practices.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
15,Financing the transition to renewable energy,Should the EU finance the transition of poorer households to renewable energy sources?,Agree,Ensures equitable access and boosts overall renewable energy adoption and impact.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
6,Budget deficit,The EU should allow member states to have a higher budget deficit.,Disagree,Higher deficits can risk economic stability and increase fiscal vulnerabilities.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
26,Facial Recognition Ban,Should the EU ban automatic facial recognition in public places?,Agree,It poses privacy risks and potential misuse in surveillance.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
27,Ban on Funding Coal-Fired Power Plants,Should the financing of coal-fired power plants from public funds be banned?,Agree,Coal-fired plants harm the environment; alternatives like renewables are better.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
5,Fight against disinformation,Social networks should decide for themselves how to deal with disinformation spread on their platforms.,Disagree,Oversight ensures responsibility and prevents inconsistent or biased enforcement practices.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
35,Third gender category in passports,The EU should recommend that member states add a third gender category to their passports.,Agree,It promotes inclusivity and recognizes non-binary individuals in legal documents.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
37,Investments in sustainable technologies,More public money should be provided for investments in sustainable technologies.,Agree,Promotes long-term environmental protection and economic sustainability.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
41,Election of the President of the Commission,The President of the European Commission should be directly elected by EU citizens.,Agree,Direct election increases democratic legitimacy and strengthens citizens' involvement in EU affairs.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
31,Abolition of unpaid internships,The EU should abolish unpaid internships in vocational training.,Agree,Unpaid internships exploit workers and hinder socioeconomic fair opportunities.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
40,Ukraine’s EU membership,Ukraine should become a member of the European Union.,Agree,It strengthens EU unity and supports Ukrainian political and economic stability.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
29,Penalties for Unequal Pay,The EU should penalize companies for unequal pay between women and men.,Agree,Penalties encourage fairness and address systemic gender pay inequality issues.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
38,Restricted social assistance,Access to social assistance should be limited for citizens of other EU states living in a given country.,Agree,To prioritize national resource allocation and minimize potential system strain.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
14,New European taxes,Do you support introducing new European taxes to finance the EU budget?,Disagree,"Increased taxes may burden citizens and businesses, limiting economic growth.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
21,EU Common Army,The EU should have a common army.,Agree,A common army supports unified defense and shared resources among EU nations.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
29,Penalties for Unequal Pay,The EU should penalize companies for unequal pay between women and men.,Agree,Penalties can drive accountability and reduce gender pay disparities.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
5,Fight against disinformation,Social networks should decide for themselves how to deal with disinformation spread on their platforms.,Disagree,"Independent oversight ensures fair, unbiased action against disinformation.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
8,Same-sex marriage ban,The ban on same-sex marriage should be abolished in all EU countries.,Agree,"It promotes equality and ensures rights for all, regardless of orientation.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
15,Financing the transition to renewable energy,Should the EU finance the transition of poorer households to renewable energy sources?,Agree,Ensures equal access to green technologies and promotes social and environmental equity.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
34,Easier relocation for skilled workers,It should be easier for qualified workers to move to the European Union.,Agree,Facilitating skilled migration boosts economic growth and addresses workforce shortages.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
42,Erasmus+ scholarships,Students with fewer resources should be able to receive a higher Erasmus+ scholarship than students with more means.,Agree,It promotes fairness and equal opportunity for underprivileged students.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
9,More funding for rural healthcare,The EU should provide more money for healthcare in rural areas.,Agree,Rural areas often lack adequate healthcare access and resources.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
38,Restricted social assistance,Access to social assistance should be limited for citizens of other EU states living in a given country.,Disagree,Equal assistance ensures fairness and promotes unity within the EU.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
1,Enforcement of EU laws and values,The EU should continue to stop funding member states that violate the rule of law.,Agree,Upholds democratic principles and ensures accountability among member states.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
17,Financing retraining programs,Should the EU finance programs for retraining workers?,Agree,Promotes workforce adaptability and addresses skill gaps in dynamic industries.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
6,Budget deficit,The EU should allow member states to have a higher budget deficit.,Disagree,Higher deficits risk economic instability and long-term financial challenges.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
26,Facial Recognition Ban,Should the EU ban automatic facial recognition in public places?,Agree,It risks privacy violations and potential misuse by authorities.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
22,Public Access to Company Data,Should commercial data of companies in all EU countries be made available to the public?,Disagree,It could risk confidentiality and harm competitive business interests.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
19,Ban on glyphosate pesticides,Should the EU completely ban pesticides containing glyphosate?,Agree,Glyphosate poses environmental and health risks outweighing its agricultural benefits.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
13,Fund for border defense,Should there be a special fund for building defensive fortifications on the EU’s external borders?,Agree,Enhances security by ensuring stronger external border protection and crisis preparedness.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
25,Joint Military Procurement,EU member states should jointly purchase military equipment.,Agree,"Enhances efficiency, reduces costs, and strengthens collective defense readiness.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
10,Public service media,The EU should continue to actively be interested in how public service media operate in member states.,Agree,"Ensures accountability, transparency, and upholds democratic values across member states.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
33,Higher import duties on Chinese electric cars,Import duties on Chinese electric cars should be increased.,Agree,To protect local manufacturers and reduce dependency on Chinese imports.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
11,Rules for state aid to industry,Should the EU tighten rules for state aid to industry?,Agree,To prevent market distortion and ensure fair competition across industries.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
16,Support for kindergartens and childcare groups,Should the EU support the development of kindergartens and childcare groups?,Agree,"Early childcare boosts education, equality, and workforce participation across Europe.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
31,Abolition of unpaid internships,The EU should abolish unpaid internships in vocational training.,Agree,Unpaid internships exploit labor and hinder equal access to opportunities.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
20,Stop subsidies for intensive livestock farming,Should the EU stop subsidizing intensive livestock farming?,Agree,Reduces environmental harm and promotes sustainable agricultural practices.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
24,Sanctions against Russia,The EU should maintain sanctions against Russia.,Agree,Sanctions pressure Russia to comply with international norms and deter aggression.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
35,Third gender category in passports,The EU should recommend that member states add a third gender category to their passports.,Agree,It promotes inclusivity and recognition of non-binary individuals.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
32,Ban on export of live farm animals,There should be a ban on exporting live farm animals outside the EU.,Agree,Reduces animal suffering during transport and ensures better welfare standards.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
27,Ban on Funding Coal-Fired Power Plants,Should the financing of coal-fired power plants from public funds be banned?,Agree,Coal-fired plants harm the environment; public funds should support sustainable energy.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
41,Election of the President of the Commission,The President of the European Commission should be directly elected by EU citizens.,Agree,It enhances democratic legitimacy and empowers EU citizens in decision-making.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
14,New European taxes,Do you support introducing new European taxes to finance the EU budget?,Disagree,"Additional taxes may burden citizens, alternative funding methods should be considered.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
4,Abolition of unanimity principle,"The EU should abolish the principle of unanimity (give up the right of veto) in foreign, defense, and security policy.",Agree,Unanimity hinders swift decision-making in critical policy areas.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
37,Investments in sustainable technologies,More public money should be provided for investments in sustainable technologies.,Agree,Encourages innovation and mitigates climate change for long-term global benefits.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
18,Adding EU-related topics to school curricula,Should school curricula be supplemented with topics related to the EU?,Agree,"Promotes understanding of EU institutions, history, and global cooperation principles.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
30,Capping the Retirement Age,Should the EU cap the retirement age?,Agree,Ensures fair workforce turnover and accommodates aging population challenges.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
12,EU budget for weapons development,Should the development of weapons be financed from the EU budget?,Disagree,"EU budgets should prioritize peace, research, and humanitarian support over weapons.",Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,-2.0
2,Assistance to Ukraine,The EU should finance more weapons for Ukraine.,Agree,Supporting Ukraine bolsters its defense and upholds European security principles.,Wahlrechner Tschechien,gpt_4o_2024_11_20_Wahlrechner Tschechien_run_20250707_112737,gpt_4o_2024_11_20,2.0
